Filename,SourceType,Label,Label_Source,N_total,N_in,N_out,Depth_ppm,T_SNR,R_SNR,P_SNR,B_SNR,L_SNRAS,Psi,Penalty_pct,Suppression_pct,Tier,Transit_Expected,T_start_BTJD,T_end_BTJD
TIC_261136679_TESS_sector_54.fits,TESS_fits,1,ephemeris_confirmed,3864,52,3812,300.420661590528,21.6486665830173,23.5701747519221,6.81546355340414,64.9856209708671,20.0759565859954,0.0814881242686797,7.83379855542743,7.26469683936878,Tier 1,1,2361.78262837846,2389.71333845965
TIC_261136679_TESS_sector_55.fits,TESS_fits,1,ephemeris_confirmed,11276,185,11091,286.521796280192,29.9698748801483,31.6870334299893,4.19392876009297,66.0325879742549,26.1916470624911,0.155176514378035,14.4253158598337,12.6067520560783,Tier 1,1,3041.11702769489,3068.02963011262
TIC_261136679_TESS_sector_56.fits,TESS_fits,1,ephemeris_confirmed,9065,95,8970,206.538916611376,16.5291548817599,16.715704190643,3.21200177082504,28.0291691585942,16.1980596426714,0.0206507621594582,2.0440425976469,2.00309841281615,Tier 1,1,3154.98362293341,3179.4600614978
TIC_261136679_TESS_sector_57.fits,TESS_fits,1,ephemeris_confirmed,8697,119,8578,327.29965520073,27.2718246774176,27.7721080653086,4.4926969770392,68.1756961231861,27.0123375564214,0.00965253263762277,0.960624457080961,0.951484266511571,Tier 1,1,3126.64587755184,3151.40264243895
TIC_261136679_TESS_sector_58.fits,TESS_fits,1,ephemeris_confirmed,8802,154,8648,207.780759667431,9.69072494210135,11.4574572846837,0.924437554451885,7.56738870404071,9.12715277859518,0.06369294700777,6.17467656318675,5.81558311553892,Tier 1,1,3097.67587414388,3122.46764326449
TIC_261136679_TESS_sector_59.fits,TESS_fits,1,ephemeris_confirmed,11398,157,11241,283.658693698285,22.1514203585409,21.2560761614808,2.36979358440949,39.1594395445729,21.682919346536,0.021842035527032,2.16069157716874,2.11499309941204,Tier 1,1,3068.74260260966,3096.58789819262
TIC_261136679_TESS_sector_6.fits,TESS_fits,1,ephemeris_confirmed,19439,256,19183,282.593190289004,29.5914143446982,30.9196397861957,5.24420659754243,54.725894380678,27.1943669520378,0.0921464684796594,8.81449969726475,8.1004826762865,Tier 1,1,1653.9219847348,1682.35800113913
TIC_261136679_TESS_sector_60.fits,TESS_fits,1,ephemeris_confirmed,9243,158,9085,327.149372501889,30.9121157965985,32.6935535221739,4.9997773399778,76.0158902300044,28.2716367182358,0.0978972431600278,9.33967532434905,8.54189048636142,Tier 1,1,2989.90293323995,3013.91963196972
TIC_261136679_TESS_sector_61.fits,TESS_fits,1,ephemeris_confirmed,9117,157,8960,234.731386389408,20.7039521480316,21.3293239434934,2.61658867836656,34.20858973574,19.3365765572673,0.0732747204276584,7.07144610999071,6.60441823371514,Tier 1,1,2964.02524811016,2987.72464583972
TIC_261136679_TESS_sector_62.fits,TESS_fits,1,ephemeris_confirmed,1281,22,1259,0.417873770364174,0.157069650153837,1.10339922473725,0.0576038395823503,0.00522628574942495,0.0979807417726933,0.827715003756608,60.3066554836105,37.6195581535142,Tier 3,1,1325.32476052376,1353.1576430889
TIC_261136679_TESS_sector_63.fits,TESS_fits,1,ephemeris_confirmed,1060,11,1049,218.793211288926,0.769302409550179,2.05724829947116,0.230113641654267,0.178442112340664,0.67017415717619,0.15941337645836,14.791416725418,12.8854727534195,Tier 1,1,1410.92714117028,1436.82246784502
TIC_261136679_TESS_sector_64.fits,TESS_fits,1,ephemeris_confirmed,1320,18,1302,0.150431107459603,0.0168602269138815,0.121163349073739,0.00987042370750814,6.69557104284006e-05,0.0102775457827198,0.897413305650594,64.0491540522197,39.0426603674114,Tier 3,1,1653.92895219406,1682.3455243112
TIC_261136679_TESS_sector_65.fits,TESS_fits,1,ephemeris_confirmed,1248,19,1229,2.1107488418215,0.136492165772147,0.170142200704862,0.0372641479387137,0.00427310034512693,0.130061928650825,0.0506823503919762,4.9439810619641,4.71106681101123,Tier 1,1,1596.78241227396,1623.86621971161
TIC_261136679_TESS_sector_66.fits,TESS_fits,1,ephemeris_confirmed,968,13,955,16.2258883145139,0.893856786438682,16.4462852822147,0.251684700242014,0.221545457979037,0.540004885748624,0.925672714655181,65.5275368850605,39.5870911379305,Tier 3,1,1517.36404518738,1541.98950250549
TIC_261136679_TESS_sector_67.fits,TESS_fits,1,ephemeris_confirmed,1273,21,1252,2.75759498236106,0.454265754665514,0.687536255268189,0.145797798451182,0.0449727592902022,0.346112085133944,0.366812836565033,31.2481632907196,23.8084575869483,Tier 2,1,1624.97039222931,1652.5331188593
TIC_261136679_TESS_sector_68.fits,TESS_fits,1,ephemeris_confirmed,3459,52,3407,7.74909281942016,0.571872507563794,0.621317234052383,0.101149784795996,0.0453472850253397,0.478380660054656,0.215838549976207,19.5434003327927,16.3483724558499,Tier 2,1,2144.51702968943,2169.94015167414
TIC_261136679_TESS_sector_69.fits,TESS_fits,1,ephemeris_confirmed,3464,52,3412,0.388281904184495,0.285397465350051,0.304912985179454,0.0544506765637178,0.0111791744526218,0.217207475697539,0.36880681620815,31.3939423279642,23.8929906293577,Tier 2,1,2061.85215103766,2087.09476037188
TIC_261136679_TESS_sector_7.fits,TESS_fits,1,ephemeris_confirmed,100736,1572,99164,149.637821880266,6.09574612746083,6.52636292911949,0.418552820987307,0.937188637251612,6.04969479792093,0.00764122026662959,0.761217401508074,0.75546665784596,Tier 1,1,2036.27956210173,2060.64392125665
TIC_261136679_TESS_sector_70.fits,TESS_fits,1,ephemeris_confirmed,3360,52,3308,4.13118337183604,3.50127447421692,4.36471117069314,0.672987424880965,1.67684424443309,2.65234064165002,0.377223732247066,32.0069684578215,24.2464233757844,Tier 2,1,2036.28294106961,2060.63688375166
TIC_261136679_TESS_sector_71.fits,TESS_fits,1,ephemeris_confirmed,3705,53,3652,2.87073494331658,0.64159001476891,0.886561787925237,0.155930549485652,0.0564895585972503,0.436058820678025,0.602136791826147,47.1338233156953,32.0346622234939,Tier 2,1,2333.85861628495,2360.54652938854
TIC_261136679_TESS_sector_72.fits,TESS_fits,1,ephemeris_confirmed,3879,52,3827,0.747563234426707,0.209290715704796,0.638548929653777,0.0577171475111618,0.00606518660796489,0.140670794338382,0.628737267745591,48.7805032232559,32.7868922113116,Tier 2,1,2361.7757059822,2389.71336070173
TIC_261136679_TESS_sector_73.fits,TESS_fits,1,ephemeris_confirmed,3489,52,3437,1.56091201763964,0.464763248907926,0.35080108253975,0.0679246872227241,0.0299035064469887,0.462767072661511,0.00432288267804272,0.43135658614053,0.429503892811167,Tier 1,1,2228.75239934492,2254.05827150687
TIC_261136679_TESS_sector_74.fits,TESS_fits,1,ephemeris_confirmed,10713,157,10556,0.464318005599651,0.361692054521991,0.364975971576459,0.0288289438457056,0.0104004674843446,0.338932648188639,0.0694561338239069,6.71502331067408,6.29248169784397,Tier 1,1,2962.79377178689,2988.22236311541
TIC_261136679_TESS_sector_75.fits,TESS_fits,1,ephemeris_confirmed,10837,158,10679,1.64888540554742,2.93257415877398,2.4031380328714,0.231501551122357,0.670750456527927,2.69541512408251,0.0919729313623118,8.79860888857316,8.08706009980725,Tier 1,1,2988.43533071775,3014.15114138619
TIC_261136679_TESS_sector_76.fits,TESS_fits,1,ephemeris_confirmed,11356,196,11160,19.2276475166064,1.1403650636374,1.15487534122833,0.0814561230381867,0.092886367971972,1.12495305948429,0.0137944077199725,1.37001308838378,1.3514973971536,Tier 1,1,3041.11010591109,3068.0296531939
TIC_261136679_TESS_sector_77.fits,TESS_fits,1,ephemeris_confirmed,11759,157,11602,0.971936618743285,2.06075675200132,2.11040245206418,0.164755155981545,0.329490591949191,1.63116242784349,0.301304185259857,26.3366981009847,20.8464353563626,Tier 2,1,3068.73568039596,3096.58792077339
TIC_261136679_TESS_sector_78.fits,TESS_fits,1,ephemeris_confirmed,11719,158,11561,0.455502037088884,0.599032288691105,0.600820123237809,0.0494598587845396,0.0282386527873253,0.59544117187765,0.00604924186088907,0.60310186514827,0.599486351779377,Tier 1,1,3126.63895624858,3154.39568302437
TIC_261136679_TESS_sector_79.fits,TESS_fits,1,ephemeris_confirmed,11639,166,11473,5.22542637670931,5.69508008667861,5.60051682666633,0.440206383469332,2.49947682197585,5.4876493473122,0.0385230520831496,3.77995615678328,3.64227958534959,Tier 1,1,3154.60864980642,3182.13827206585
TIC_261136679_TESS_sector_8.fits,TESS_fits,1,ephemeris_confirmed,91649,1573,90076,281.39026036289,46.3316982251481,52.8692985830377,3.18137502000436,54.1233407227327,43.5897105181961,0.0649251037712059,6.29044715910037,5.91816793251846,Tier 1,1,2061.85154949774,2085.67196697137
TIC_261136679_TESS_sector_80.fits,TESS_fits,1,ephemeris_confirmed,12154,197,11957,5.66652305966642,0.659467689419673,0.650259442567331,0.0546612884739865,0.0309830437826348,0.657388847019038,0.00316727734306754,0.316227208609021,0.315230364426911,Tier 1,1,3097.67126703035,3126.4259926855
TIC_261136679_TESS_sector_81.fits,TESS_fits,1,ephemeris_confirmed,11730,158,11572,1.38746723821193,0.717192101302729,0.516056855645813,0.0569340847186648,0.0408515626969884,0.671611955303241,0.0702227321702095,6.78667877180772,6.355360846375,Tier 1,1,3690.14619574693,3717.92202245486
TIC_261136679_TESS_sector_82.fits,TESS_fits,1,ephemeris_confirmed,11424,157,11267,3.98493836661906,3.66277232637262,4.7907157476506,0.29129209232869,1.06497481451558,3.30136510826882,0.1156888910176,10.9472053605519,9.86704020617379,Tier 1,1,3718.13267416239,3746.94345983579
TIC_261136679_TESS_sector_83.fits,TESS_fits,1,ephemeris_confirmed,10902,157,10745,0.333795615703458,0.239634224117192,1.04467453990971,0.0191644255653601,0.00456798393724045,0.158490891693608,0.668582954425733,51.1974735939072,33.8613287490607,Tier 2,1,3856.25992594221,3882.1185390402
TIC_261136679_TESS_sector_84.fits,TESS_fits,1,ephemeris_confirmed,10626,157,10469,105.718161010349,19.4808613604897,25.4218887755921,1.55443753028344,30.2811649195566,9.40520057968601,1.91913142267468,107.128611404267,51.7208176494635,Tier 3,1,3882.32918464133,3907.55794774803
TIC_261136679_TESS_sector_85.fits,TESS_fits,1,ephemeris_confirmed,11047,157,10890,4.63079003842903,0.902025999243268,0.691883428144547,0.0724817675373812,0.0649207238739312,0.7793849352269,0.170412458999754,15.7356215745514,13.5961783938883,Tier 2,1,3829.85474993086,3856.04927899294
TIC_261136679_TESS_sector_86.fits,TESS_fits,1,ephemeris_confirmed,18104,321,17783,284.711854692921,12.8389449385448,12.4690679654597,0.729757155533082,9.20033005108316,11.5769041956102,0.115177587907742,10.9013663895833,9.82978546115302,Tier 1,1,1325.29696037952,1353.17706580028
TIC_261136679_TESS_sector_87.fits,TESS_fits,1,ephemeris_confirmed,15791,182,15609,1399.56312884881,3.45572850588147,35.4334824619054,0.256257086684029,0.885204315532871,2.14673121405369,0.839995290982405,60.9763012368926,37.8790547231918,Tier 3,1,1410.90211944353,1436.83355664437
TIC_261136679_TESS_sector_88.fits,TESS_fits,1,ephemeris_confirmed,1060,11,1049,2932542875.5604,0.385552115561068,147060452.202798,0.237654994584617,0.0448197921712109,0.227713290786663,0.999999993760591,69.3147177440241,40.938388976212,Tier 3,1,1410.92711239403,1436.82243010923
TIC_261136679_TESS_sector_89.fits,TESS_fits,1,ephemeris_confirmed,1060,11,1049,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,Tier 1,1,1410.92715259347,1436.82270492038
TIC_261136679_TESS_sector_9.fits,TESS_fits,1,ephemeris_confirmed,100396,1529,98867,297.023301050525,50.0351201329355,55.1415255826215,3.56542195728215,64.0233057597508,46.8653304726698,0.069975907237698,6.763613162003,6.33512950872119,Tier 1,1,2144.51365065995,2169.94417999314
TIC_261136679_TESS_sector_90.fits,TESS_fits,1,ephemeris_confirmed,1267,22,1245,571.553132089675,2.54923510895498,3.27791748535394,0.563392154065281,1.38550484851728,2.23189676892237,0.152787879504587,14.2183251685887,12.448374766135,Tier 1,1,1325.32473778026,1353.15762183722
TIC_261136679_TESS_sector_91.fits,TESS_fits,1,ephemeris_confirmed,1267,22,1245,491.167641110679,2.1906969266613,2.32076026661482,0.473571346395946,1.02318193946666,1.83214605355461,0.216161929266764,19.5699940193666,16.3669775012257,Tier 2,1,1325.32473778026,1353.15762183722
TIC_261136679_TESS_sector_92.fits,TESS_fits,1,ephemeris_confirmed,1046,11,1035,2383.54235065197,0.828988084441917,14.4479769647875,0.252386616768328,0.207204999109977,0.508061663536166,0.880745513643312,63.1668248047034,38.713031819004,Tier 3,1,1410.9271188695,1436.82244576374
TIC_261136679_TESS_sector_93.fits,TESS_fits,1,ephemeris_confirmed,1282,21,1261,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,Tier 1,1,1325.32426118344,1353.15728805161
TIC_261136679_TESS_sector_94.fits,TESS_fits,1,ephemeris_confirmed,1282,22,1260,4512953017.23888,0.514635672908466,256591504.397622,0.266674583190641,0.0564661832536397,0.303952118932258,0.999999998112154,69.3147179616022,40.9383890521093,Tier 3,1,1325.32474073113,1353.15762153392
TIC_261136679_TESS_sector_95.fits,TESS_fits,1,ephemeris_confirmed,1248,19,1229,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,Tier 1,1,1596.78218325247,1623.86580234745
TIC_261136679_TESS_sector_96.fits,TESS_fits,1,ephemeris_confirmed,1320,18,1302,1220209371.40898,0.333462676858238,44535000.9094458,0.212414570128485,0.0262094683613105,0.196948430175161,0.999999975541379,69.3147168330635,40.938388658444,Tier 3,1,1653.92893061346,1682.34550159362
TIC_261136679_TESS_sector_97.fits,TESS_fits,1,ephemeris_confirmed,1289,21,1268,1539841945.96794,0.34129490485712,237633347.837191,0.209927672860201,0.0254185025704312,0.201574269008844,0.999999996143986,69.3147178631938,40.9383890177817,Tier 3,1,1624.97037098798,1652.86642833929
TIC_261136679_TESS_sector_98.fits,TESS_fits,1,ephemeris_confirmed,1248,19,1229,1277344944.27026,0.329771758112431,100875738.252407,0.206985699130746,0.0249488262648796,0.194768513097176,0.99999999281295,69.314717696642,40.9383889596839,Tier 3,1,1596.78239081209,1623.8661947438
TIC_261136679_TESS_sector_99.fits,TESS_fits,1,ephemeris_confirmed,968,13,955,945066502.532459,0.286540957590414,41827648.3245947,0.202211495612258,0.0227720296021211,0.169235706081707,0.999999988041534,69.3147174580712,40.9383888764638,Tier 3,1,1517.36402459493,1541.98947798549
TOI_201.fits,TESS_fits,1,literature_confirmed,14506,124,14382,5299.9879360015,105.908889228089,108.426265916607,19.1695071758239,1007.28551049251,64.667576328252,0.892205897917412,63.7743290246361,38.9403695954344,Tier 3,0,1468.27322805509,1490.04534544535
V723_Mon.fits,TESS_fits,0,literature_artifact,3483,35,3448,52317.5963089828,12.783566347662,16.0724224411713,2.14360195403187,27.622948690896,7.65864102613677,0.952614065988482,66.9169021505951,40.0899497225401,Tier 3,0,2201.73777452574,2227.57103966769
WD_1145+017.fits,TESS_fits,NaN,complex_excluded,3539,36,3503,27848.435365093,6.01213136667184,25.6906775467063,2.78331101518353,6.02428725432073,3.80560112457945,0.785701299501596,57.9811222947393,36.7012978845448,Tier 2,0,1977.3852972081,2057.3350632018
WD_1145_017.fits,TESS_fits,NaN,complex_excluded,3533,32,3501,26432.3178688917,20.9991626759806,22.9904323518343,12.0503063535456,77.9523044204938,15.5459333797537,0.420177300003678,35.0781722976433,25.9687939960788,Tier 2,0,1977.3852972081,2057.3350632018
kplr003832716-2009131105131_llc.fits,TESS_fits,0,literature_artifact,469,23,446,258177.254525367,24.3874985154747,70.0534423767907,8.53912408231029,124.013965199544,17.0691768058897,0.535329250585725,42.8744853533877,30.0084967916709,Tier 2,0,120.539666148172,130.246058687335
kplr004544587-2009131105131_llc.fits,TESS_fits,0,literature_artifact,469,25,444,389869.451916203,30.7944620193605,381.916302868073,10.3400179655522,189.659778171029,29.0541585230654,0.0617288845769039,5.98986026359536,5.65135216585686,Tier 1,0,120.539596507711,130.24598250608
kplr005385723-2012004120508_llc.fits,TESS_fits,0,literature_artifact,4473,52,4421,86493.9582160455,22.8964307575677,30.7896770730097,3.18642815182919,72.6999147586167,13.9757714472512,0.893249358770154,63.8294590319095,38.9609166807279,Tier 3,0,1001.22944679882,1098.32556460785
kplr006070714-2009166043257_llc.fits,TESS_fits,0,literature_artifact,1624,17,1607,277181.412360812,6.2983435278812,5.37834916506306,2.37864883105021,9.62117752889068,3.73380919435977,0.987427904929264,68.6841292638997,40.7176001462746,Tier 3,0,131.511932233378,164.983666280154
kplr006206751-2009131105131_llc.fits,TESS_fits,0,literature_artifact,469,24,445,201799.924001704,28.0950092690797,49.5147684558266,8.99335057349432,161.121218727825,19.4305236631241,0.561928637149426,44.5921363529661,30.839945710541,Tier 2,0,120.539065022931,130.245462216903
kplr007943602-2009166043257_llc.fits,TESS_fits,0,literature_artifact,1624,17,1607,51362.2619364928,6.35766076278206,5.9023003554945,1.50200837068909,9.80325366623635,3.76335355579768,0.992440916378333,68.9360478232954,40.8060024556757,Tier 3,0,131.512775028677,164.98402131522
kplr008912308-2009131105131_llc.fits,TESS_fits,0,literature_artifact,469,5,464,362.729824078478,6.28592900874703,6.46114559043584,3.56949326978178,17.6696466373848,3.91196472434784,0.834637763824835,60.6847058109645,37.7663234996094,Tier 3,0,120.538378078265,130.244755549822
kplr009700322-2009131105131_llc.fits,TESS_fits,0,literature_artifact,469,5,464,52245.5031603685,4.46403533618106,4.33724655304204,4.30861978171881,8.91189876856116,3.07923812485591,0.567874261028362,44.9720728042085,31.0211973480888,Tier 2,0,120.539211775911,130.245517009171
kplr009851944-2009131105131_llc.fits,TESS_fits,0,literature_artifact,469,11,458,170384.366932648,10.000122253024,22.8677331025055,3.53056374360577,30.1518716673808,5.99303306903724,0.951551259879396,66.8624574205885,40.0704019670866,Tier 3,0,120.53842724194,130.244779720611
kplr010935310-2009131105131_llc.fits,TESS_fits,0,literature_artifact,469,8,461,111145.547875189,76.2466347591579,84.5908943382685,29.3244809462486,2055.39995075954,23.7613675660854,8.10522801921656,220.88487561627,68.8361753392252,Tier 3,0,120.538453989786,130.244779284752
kplr011446443-2009131105131_llc.fits,TESS_fits,0,literature_artifact,469,11,458,11050.0527336115,108.222807527587,186.522420343706,46.7007895836327,3531.32318227922,33.5455853083098,8.26405240985056,222.614157818192,69.0032202317809,Tier 3,0,120.539119443485,130.245386211434
KIC_10001893_Kepler_Q-S3.csv,BBS_csv,NaN,complex_excluded,43976,40,43936,11357.7730135765,20.7988671484052,21.4549325147846,6.23319434376185,68.3989334790776,13.2864917199528,0.760177272138233,56.5414526783673,36.119156754306,Tier 2,0,NaN,NaN
KIC_11253226_Kepler_Q-S2.csv,BBS_csv,0,literature_artifact,43361,126,43235,839.182539285721,82.5912695136865,84.3767387980665,9.80261865021597,607.644586898679,31.2140647159961,4.18600315039257,164.596329459654,62.2065807926303,Tier 3,0,NaN,NaN
KIC_12557548_Kepler_Q-S1.csv,BBS_csv,NaN,complex_excluded,1624,17,1607,6125.67482475035,8.68075154891978,6.88163210604146,2.14854123760104,18.2763784017524,5.50336872948829,0.781315864680015,57.7352341013668,36.6026236498713,Tier 2,0,NaN,NaN
KIC_12644769_Kepler_Q-S2.csv,BBS_csv,0,literature_artifact,43361,287,43074,100821.703197349,1409.07831358638,1650.66565599225,86.9335520736654,117200.379694778,325.73228614157,26.8234325195887,332.587856204701,76.8833085428362,Tier 3,0,NaN,NaN
KIC_3858884_Kepler_Q-S2.csv,BBS_csv,0,literature_artifact,41816,1239,40577,282065.580227525,575.547606589023,939.428227679358,16.3842818113986,9410.80663261326,244.02633907881,2.89053650896858,135.85470681636,57.6010157482837,Tier 3,0,NaN,NaN
KIC_5812701_Kepler_Q-S3.csv,BBS_csv,0,literature_artifact,43976,417,43559,8379.06584830128,412.878903215391,422.836478091513,25.0235346545993,8347.85372725315,191.060476583746,2.19307823241821,116.098541465962,53.7248149285861,Tier 3,0,NaN,NaN
KIC_8120608_Kepler_Q-S1.csv,BBS_csv,NaN,complex_excluded,1624,17,1607,1693.68418183291,11.0686149496317,11.2333169186404,3.38425177439494,29.7139924666816,7.50317100653814,0.608322345549845,47.5191614317023,32.2121960093316,Tier 2,0,NaN,NaN
KIC_8462852_Kepler_Q-S0.csv,BBS_csv,0,literature_artifact,469,5,464,275.696262931113,5.2466753954395,5.10819511201302,3.16856481120431,12.3098267527777,3.14501446242941,0.950823508927578,66.8251595697479,40.0570032374577,Tier 3,0,NaN,NaN
Kepler-1625_Kepler_Q-S4.csv,BBS_csv,1,literature_confirmed,4108,6,4102,2472.71262473625,8.30586175259293,8.5004420014566,5.05693401042105,28.1639105107256,5.27589238028701,0.775895176697516,57.4304620698327,36.4798917025079,Tier 2,0,NaN,NaN
Proxima_Cen_TESS_Q-S12.csv,BBS_csv,0,literature_artifact,18212,183,18029,1528.25971869819,16.3655070525725,41.7808662575093,1.70042278439614,19.7985376993269,10.7201532661553,0.693184870681778,52.6611294284396,34.4954407357013,Tier 2,0,NaN,NaN
TIC_144440290_TESS_Q-S2.csv,BBS_csv,NaN,complex_excluded,18298,44,18254,2398.75840623693,29.6874433298352,29.8697537895714,11.8552893988417,132.867189145556,25.7467869065859,0.165388256721347,15.3054299068334,13.273815395511,Tier 2,0,NaN,NaN
TIC_144440290_data.csv,BBS_csv,NaN,complex_excluded,18298,44,18254,2398.75466430584,29.6874185597886,29.8647381864105,11.8552841677521,132.866967426561,25.7467793969946,0.165387527478385,15.3053673317057,13.2737683300343,Tier 2,0,NaN,NaN
TIC_229747848_data.csv,BBS_csv,NaN,complex_excluded,18424,33,18391,5863.37996954478,18.7669689348793,18.9165092874504,5.24567875361211,61.3099787971923,11.8080045494771,0.802803517121461,58.9342962754053,37.0809181256149,Tier 2,0,NaN,NaN
TIC_278683844_TESS_Q-S6.csv,BBS_csv,NaN,complex_excluded,14590,10,14580,2856.83163562178,10.0681238596965,10.125313727604,4.22827712076044,32.0550575483387,6.39367912868901,0.776596727409718,57.4699583299374,36.4958236729345,Tier 2,0,NaN,NaN
TIC_441462308_TESS_Q-S2.csv,BBS_csv,NaN,complex_excluded,1196,12,1184,946.748368287564,8.87731618851879,8.79555480200454,5.84166828397127,22.7493805025666,5.80990141442188,0.695475629289996,52.7963308720297,34.5534022778648,Tier 2,0,NaN,NaN
TOI_201_TESS_Q-S5.csv,BBS_csv,1,literature_confirmed,17118,29,17089,1947.29211499456,18.0008685593519,18.2435895873526,5.87303434557313,60.1709189613548,11.6054714832561,0.735104091841842,55.1067406897068,35.5282693999409,Tier 2,0,NaN,NaN
V723_Mon_TESS_Q-S6.csv,BBS_csv,0,literature_artifact,987,10,977,38195.2592650968,4.63929053247959,7.855943190201,1.42433564475052,6.80617546199562,2.78397880267335,0.94726245563238,66.6424517321988,39.9912813568633,Tier 3,0,NaN,NaN
WD_1145p017_K2_Q-SNA.csv,BBS_csv,NaN,complex_excluded,3539,36,3503,27848.4277777789,6.01212988042686,25.6907706008785,2.78331025575396,6.02428427582109,3.80560036030122,0.785701168666403,57.9811149679149,36.7012949488871,Tier 2,0,NaN,NaN
